날짜,측정소명,이산화질소농도,오존농도,일산화탄소농도,아황산가스,미세먼지,초미세먼지
2019-05-21,동작구,0.018,0.045,0.3,0.004,47,15
2019-05-21,동작대로,0.04,0.037,0.4,0.005,67,22
2019-05-21,마포구,0.017,0.044,0.3,0.004,63,23
2019-05-21,북한산,0.009,0.041,0.7,0.004,47,21
2019-05-21,서대문구,0.019,0.043,0.6,0.005,61,21
2019-05-21,서초구,0.016,0.048,0.3,0.003,60,24
2019-05-21,성동구,0.024,0.047,0.4,0.004,54,19
2019-05-21,성북구,0.027,0.038,0.6,0.004,62,23
2019-05-21,세곡,0.02,0.04,0.6,0.004,39,13
2019-05-21,송파구,0.022,0.042,0.4,0.004,49,23
2019-05-21,시흥대로,0.031,0.04,0.5,0.004,50,16
2019-05-21,신촌로,0.051,0.03,0.6,0.005,51,18
2019-05-21,양천구,0.021,0.039,0.4,0.005,52,17
2019-05-21,영등포구,0.014,0.037,0.3,0.004,61,25
2019-05-21,영등포로,0.046,0.028,0.6,0.005,56,17
2019-05-21,용산구,0.023,0.043,0.4,0.004,44,15
2019-05-21,은평구,0.023,0.045,0.3,0.005,58,21
2019-05-21,정릉로,0.041,0.021,0.4,0.004,61,24
2019-05-21,종로,0.031,0.039,0.5,0.005,47,13
2019-05-21,종로구,0.024,0.04,0.4,0.005,45,14
2019-05-21,중구,0.024,0.048,0.4,0.005,41,14
2019-05-21,중랑구,0.018,0.042,0.4,0.006,38,17
2019-05-21,천호대로,0.028,0.041,0.4,0.004,56,14
2019-05-21,청계천로,0.029,0.041,0.5,0.005,46,17
2019-05-21,한강대로,0.038,0.025,0.5,0.005,71,26
2019-05-21,행주,0.019,0.049,0.7,0.007,46,14
2019-05-21,홍릉로,0.034,0.033,0.5,0.005,67,22
2019-05-21,화랑로,0.031,0.028,0.2,0.055,52,15
2019-05-20,강남구,0.011,0.029,0.3,0.005,32,10
2019-05-20,강남대로,0.034,0.028,0.3,0.004,49,14
2019-05-20,강동구,0.014,0.026,0.3,0.003,33,11
2019-05-20,강변북로,0.033,0.016,0.2,0.004,45,14
2019-05-20,강북구,0.009,0.034,0.3,0.003,39,10
2019-05-20,강서구,0.013,0.037,0.3,0.003,35,10
2019-05-20,공항대로,0.021,0.026,0.3,0.005,34,10
2019-05-20,관악구,0.014,0.033,0.2,0.004,43,15
2019-05-20,관악산,0.009,0.034,0.3,0.004,45,11
2019-05-20,광진구,0.015,0.031,0.7,0.004,39,15
2019-05-20,구로구,0.011,0.034,0.2,0.004,43,16
2019-05-20,궁동,0.022,0.025,0.6,0.005,34,10
2019-05-20,금천구,0.015,0.027,0.3,0.003,33,13
2019-05-20,남산,0.012,0.039,0.7,0.005,39,9
2019-05-20,노원구,0.013,0.028,0.4,0.004,33,12
2019-05-20,도봉구,0.009,0.035,0.3,0.004,42,12
2019-05-20,도산대로,0.017,0.033,0.9,0.004,43,12
2019-05-20,동대문구,0.013,0.034,0.3,0.004,28,9
2019-05-20,동작구,0.014,0.033,0.3,0.003,35,10
2019-05-20,동작대로,0.029,0.027,0.4,0.004,53,17
2019-05-20,마포구,0.011,0.033,0.3,0.004,45,17
2019-05-20,북한산,0.006,0.032,0.6,0.003,37,15
2019-05-20,서대문구,0.011,0.035,0.5,0.005,43,13
2019-05-20,서초구,0.013,0.034,0.3,0.003,50,18
2019-05-20,성동구,0.017,0.037,0.3,0.003,39,11
2019-05-20,성북구,0.019,0.031,0.6,0.003,51,17
2019-05-20,세곡,0.018,0.025,0.6,0.003,29,7
2019-05-20,송파구,0.017,0.031,0.3,0.003,39,17
2019-05-20,시흥대로,0.022,0.033,0.4,0.003,36,10
2019-05-20,신촌로,0.039,0.023,0.5,0.003,37,13
2019-05-20,양천구,0.014,0.026,0.4,0.003,41,11
2019-05-20,영등포구,0.009,0.026,0.3,0.003,45,18
2019-05-20,영등포로,0.037,0.02,0.5,0.003,39,12
2019-05-20,용산구,0.019,0.03,0.3,0.003,30,9
2019-05-20,은평구,0.014,0.037,0.3,0.005,45,17
2019-05-20,정릉로,0.021,0.018,0.3,0.004,45,17
2019-05-20,종로,0.019,0.03,0.4,0.003,35,8
2019-05-20,종로구,0.017,0.03,0.4,0.004,37,9
2019-05-20,중구,0.016,0.036,0.4,0.003,30,9
2019-05-20,중랑구,0.012,0.031,0.3,0.006,26,12
2019-05-20,천호대로,0.022,0.03,0.4,0.003,42,10
2019-05-20,청계천로,0.02,0.031,0.4,0.004,34,11
2019-05-20,한강대로,0.024,0.019,0.4,0.004,49,16
2019-05-20,행주,0.011,0.041,0.5,0.004,35,7
2019-05-20,홍릉로,0.022,0.023,0.5,0.004,49,17
2019-05-20,화랑로,0.022,0.022,0.1,0.004,35,11
2019-05-19,강남구,0.012,0.021,0.2,0.004,10,8
2019-05-19,강남대로,0.038,0.023,0.3,0.004,17,10
2019-05-19,강동구,0.009,0.02,0.3,0.003,13,9
2019-05-19,강변북로,0.02,0.015,0.2,0.004,17,11
2019-05-19,강북구,0.01,0.019,0.3,0.002,17,8
2019-05-19,강서구,0.017,0.023,0.3,0.003,14,9
2019-05-19,공항대로,0.023,0.015,0.4,0.004,12,9
2019-05-19,관악구,0.016,0.022,0.2,0.004,17,13
2019-05-19,관악산,0.008,0.014,0.3,0.003,9,5
2019-05-19,광진구,0.015,0.024,0.7,0.004,13,15
2019-05-19,구로구,0.012,0.025,0.2,0.004,13,12
2019-05-19,궁동,0.022,0.022,0.5,0.005,12,8
2019-05-19,금천구,0.009,0.021,0.3,0.003,14,11
2019-05-19,남산,0.012,0.031,0.8,0.004,14,10
2019-05-19,노원구,0.01,0.019,0.3,0.003,13,8
2019-05-19,도봉구,0.009,0.025,0.4,0.004,16,8
2019-05-19,도산대로,0.013,0.031,0.9,0.004,13,8
2019-05-19,동대문구,0.016,0.024,0.3,0.004,11,7
2019-05-19,동작구,0.013,0.021,0.3,0.002,16,9
2019-05-19,동작대로,0.032,0.018,0.4,0.004,19,10
2019-05-19,마포구,0.012,0.024,0.3,0.004,15,16
2019-05-19,북한산,0.007,0.024,0.6,0.003,12,13
2019-05-19,서대문구,0.008,0.033,0.5,0.002,12,10
2019-05-19,서초구,0.015,0.024,0.3,0.003,15,16
2019-05-19,성동구,0.013,0.033,0.3,0.003,14,10
2019-05-19,성북구,0.019,0.026,0.7,0.002,10,12
2019-05-19,세곡,0.013,0.02,0.6,0.003,12,7
2019-05-19,송파구,0.014,0.026,0.3,0.002,7,13
2019-05-19,시흥대로,0.038,0.016,0.5,0.003,20,10
2019-05-19,신촌로,0.021,0.026,0.4,0.003,15,10
2019-05-19,양천구,0.017,0.015,0.4,0.003,17,9
2019-05-19,영등포구,0.01,0.021,0.3,0.002,17,15
2019-05-19,영등포로,0.033,0.016,0.5,0.003,18,11
2019-05-19,용산구,0.016,0.02,0.3,0.002,11,7
2019-05-19,은평구,0.011,0.03,0.3,0.004,14,13
2019-05-19,정릉로,0.012,0.018,0.3,0.004,19,14
2019-05-19,종로,0.027,0.017,0.4,0.003,13,7
2019-05-19,종로구,0.017,0.022,0.4,0.003,14,7
2019-05-19,중구,0.022,0.021,0.4,0.003,15,9
2019-05-19,중랑구,0.009,0.027,0.2,0.007,10,8
2019-05-19,천호대로,0.019,0.025,0.3,0.002,16,8
2019-05-19,청계천로,0.021,0.023,0.4,0.003,15,10
2019-05-19,한강대로,0.02,0.014,0.3,0.004,24,15
2019-05-19,행주,0.016,0.029,0.5,0.003,11,7
2019-05-19,홍릉로,0.017,0.016,0.4,0.003,18,12
2019-05-19,화랑로,0.024,0.017,0.2,0.004,13,8
2019-05-18,강남구,0.015,0.034,0.2,0.005,24,16
2019-05-18,강남대로,0.047,0.032,0.3,0.005,48,18
2019-05-18,강동구,0.012,0.036,0.3,0.004,24,15
2019-05-18,강변북로,0.036,0.023,0.2,0.004,34,16
2019-05-18,강북구,0.014,0.036,0.3,0.003,29,15
2019-05-18,강서구,0.022,0.04,0.3,0.005,32,18
2019-05-18,공항대로,0.032,0.028,0.4,0.006,38,19
2019-05-18,관악구,0.019,0.04,0.2,0.004,34,25
2019-05-18,관악산,0.01,0.027,0.2,0.004,29,16
2019-05-18,광진구,0.016,0.037,0.6,0.005,30,22
2019-05-18,구로구,0.014,0.041,0.2,0.004,38,18
2019-05-18,궁동,0.033,0.03,0.5,0.005,29,12
2019-05-18,금천구,0.014,0.039,0.3,0.004,26,17
2019-05-18,남산,0.016,0.048,0.7,0.006,37,17
2019-05-18,노원구,0.014,0.036,0.3,0.004,24,15
2019-05-18,도봉구,0.011,0.042,0.3,0.005,32,19
2019-05-18,도산대로,0.019,0.042,0.8,0.005,39,16
2019-05-18,동대문구,0.018,0.042,0.3,0.004,22,14
2019-05-18,동작구,0.02,0.034,0.3,0.004,33,20
2019-05-18,동작대로,0.043,0.029,0.4,0.005,51,24
2019-05-18,마포구,0.014,0.041,0.3,0.004,39,24
2019-05-18,북한산,0.009,0.04,0.6,0.003,28,16
2019-05-18,서대문구,0.014,0.043,0.5,0.004,33,16
2019-05-18,서초구,0.017,0.04,0.3,0.003,37,24
2019-05-18,성동구,0.016,0.049,0.3,0.004,29,17
2019-05-18,성북구,0.024,0.034,0.6,0.003,33,19
2019-05-18,세곡,0.018,0.038,0.6,0.004,25,13
2019-05-18,송파구,0.017,0.041,0.3,0.003,30,17
2019-05-18,시흥대로,0.051,0.023,0.6,0.005,37,17
2019-05-18,신촌로,0.03,0.038,0.4,0.004,33,18
2019-05-18,양천구,0.021,0.032,0.4,0.004,35,18
2019-05-18,영등포구,0.015,0.03,0.3,0.003,38,24
2019-05-18,영등포로,0.039,0.027,0.5,0.004,40,23
2019-05-18,용산구,0.016,0.041,0.3,0.003,19,16
2019-05-18,은평구,0.015,0.047,0.3,0.005,32,17
2019-05-18,정릉로,0.032,0.019,0.3,0.004,34,22
2019-05-18,종로,0.032,0.03,0.4,0.004,29,16
2019-05-18,종로구,0.02,0.037,0.4,0.004,24,13
2019-05-18,중구,0.028,0.037,0.4,0.004,26,15
2019-05-18,중랑구,0.012,0.042,0.2,0.006,21,14
2019-05-18,천호대로,0.022,0.039,0.3,0.003,29,12
2019-05-18,청계천로,0.029,0.034,0.5,0.005,29,18
2019-05-18,한강대로,0.024,0.029,0.3,0.005,55,27
2019-05-18,행주,0.021,0.038,0.5,0.005,32,13
2019-05-18,홍릉로,0.023,0.036,0.4,0.004,40,21
2019-05-18,화랑로,0.037,0.021,0.3,0.004,31,18
2019-05-17,강남구,0.038,0.03,0.4,0.005,48,38
2019-05-17,강남대로,0.088,0.019,0.6,0.005,72,47
2019-05-17,강동구,0.04,0.029,0.5,0.004,50,37
2019-05-17,강변북로,0.08,0.009,0.5,0.004,71,44
2019-05-17,강북구,0.021,0.043,0.4,0.003,49,30
2019-05-17,강서구,0.04,0.041,0.5,0.007,61,39
2019-05-17,공항대로,0.056,0.023,0.5,0.006,58,43
2019-05-17,관악구,0.055,0.029,0.4,0.004,66,47
2019-05-17,관악산,0.015,0.035,0.3,0.004,54,38
2019-05-17,광진구,0.038,0.029,0.8,0.005,56,41
2019-05-17,구로구,0.041,0.031,0.4,0.004,75,54
2019-05-17,궁동,0.067,0.026,0.7,0.005,55,37
2019-05-17,금천구,0.053,0.026,0.6,0.005,57,43
2019-05-17,남산,0.034,0.048,0.9,0.006,62,41
2019-05-17,노원구,0.03,0.036,0.4,0.004,45,32
2019-05-17,도봉구,0.022,0.045,0.4,0.005,47,30
2019-05-17,도산대로,0.057,0.028,1.2,0.005,71,44
2019-05-17,동대문구,0.034,0.045,0.4,0.005,43,31
2019-05-17,동작구,0.05,0.03,0.5,0.005,59,43
2019-05-17,동작대로,0.082,0.016,0.7,0.006,83,53
2019-05-17,마포구,0.03,0.038,0.4,0.004,71,47
2019-05-17,북한산,0.011,0.044,0.7,0.003,38,29
2019-05-17,서대문구,0.029,0.042,0.6,0.004,55,38
2019-05-17,서초구,0.05,0.028,0.4,0.003,68,49
2019-05-17,성동구,0.048,0.04,0.5,0.004,56,37
2019-05-17,성북구,0.039,0.036,0.7,0.004,54,36
2019-05-17,세곡,0.052,0.024,0.8,0.004,51,32
2019-05-17,송파구,0.056,0.028,0.6,0.005,57,43
2019-05-17,시흥대로,0.089,0.012,0.8,0.007,71,40
2019-05-17,신촌로,0.062,0.029,0.7,0.004,60,42
2019-05-17,양천구,0.043,0.031,0.5,0.005,61,38
2019-05-17,영등포구,0.043,0.024,0.5,0.003,70,50
2019-05-17,영등포로,0.069,0.018,0.7,0.005,63,41
2019-05-17,용산구,0.045,0.033,0.5,0.004,45,36
2019-05-17,은평구,0.03,0.044,0.4,0.005,51,34
2019-05-17,정릉로,0.048,0.017,0.5,0.004,56,42
2019-05-17,종로,0.047,0.03,0.6,0.004,50,33
2019-05-17,종로구,0.038,0.037,0.5,0.004,45,29
2019-05-17,중구,0.043,0.041,0.5,0.004,46,30
2019-05-17,중랑구,0.023,0.043,0.3,0.007,42,35
2019-05-17,천호대로,0.056,0.026,0.6,0.004,59,34
2019-05-17,청계천로,0.055,0.03,0.7,0.005,51,36
2019-05-17,한강대로,0.051,0.025,0.5,0.005,76,47
2019-05-17,행주,0.035,0.041,0.6,0.004,51,33
2019-05-17,홍릉로,0.047,0.034,0.5,0.005,67,42
2019-05-17,화랑로,0.054,0.02,0.3,0.004,57,42
2019-05-16,강남구,0.035,0.031,0.5,0.006,60,41
2019-05-16,강남대로,0.077,0.026,0.7,0.004,82,51
2019-05-16,강동구,0.035,0.036,0.5,0.004,60,43
2019-05-16,강변북로,0.074,0.013,0.5,0.004,83,51
2019-05-16,강북구,0.02,0.05,0.5,0.003,69,39
2019-05-16,강서구,0.04,0.04,0.6,0.006,72,43
2019-05-16,공항대로,0.053,0.025,0.5,0.006,67,48
2019-05-16,관악구,0.036,0.043,0.4,0.004,76,50
2019-05-16,관악산,0.012,0.056,0.3,0.004,72,52
2019-05-16,광진구,0.033,0.039,0.9,0.005,73,49
2019-05-16,구로구,0.029,0.042,0.4,0.004,79,56
2019-05-16,궁동,0.055,0.03,0.7,0.005,60,34
2019-05-16,금천구,0.039,0.034,0.5,0.004,57,37
2019-05-16,남산,0.033,0.052,0.9,0.006,71,43
2019-05-16,노원구,0.028,0.043,0.5,0.004,61,40
2019-05-16,도봉구,0.019,0.054,0.5,0.005,70,48
2019-05-16,도산대로,0.047,0.043,1,0.005,84,50
2019-05-16,동대문구,0.032,0.051,0.5,0.004,55,35
2019-05-16,동작구,0.036,0.038,0.5,0.005,64,42
2019-05-16,동작대로,0.071,0.025,0.7,0.005,85,55
2019-05-16,마포구,0.032,0.036,0.5,0.004,84,56
2019-05-16,북한산,0.012,0.052,0.7,0.003,61,44
2019-05-16,서대문구,0.029,0.049,0.7,0.004,71,47
2019-05-16,서초구,0.038,0.042,0.5,0.003,79,54
2019-05-16,성동구,0.044,0.048,0.5,0.004,71,46
2019-05-16,성북구,0.038,0.041,0.8,0.003,75,49
2019-05-16,세곡,0.049,0.03,0.8,0.004,58,34
2019-05-16,송파구,0.047,0.037,0.6,0.004,67,48
2019-05-16,시흥대로,0.062,0.03,0.7,0.005,66,36
2019-05-16,신촌로,0.071,0.025,0.8,0.004,71,45
2019-05-16,양천구,0.037,0.035,0.6,0.005,78,41
2019-05-16,영등포구,0.039,0.026,0.5,0.004,84,59
2019-05-16,영등포로,0.069,0.024,0.7,0.005,76,43
2019-05-16,용산구,0.046,0.036,0.5,0.004,55,39
2019-05-16,은평구,0.027,0.054,0.5,0.004,67,43
2019-05-16,정릉로,0.054,0.019,0.5,0.004,76,57
2019-05-16,종로,0.039,0.042,0.6,0.004,62,39
2019-05-16,종로구,0.036,0.043,0.6,0.004,55,32
2019-05-16,중구,0.038,0.049,0.6,0.004,55,36
2019-05-16,중랑구,0.024,0.05,0.4,0.007,54,39
2019-05-16,천호대로,0.057,0.034,0.6,0.004,74,40
2019-05-16,청계천로,0.047,0.042,0.7,0.005,63,42
2019-05-16,한강대로,0.052,0.028,0.5,0.005,91,54
2019-05-16,행주,0.034,0.038,0.7,0.004,54,31
2019-05-16,홍릉로,0,0.044,0.6,0.005,90,51
2019-05-16,화랑로,0.048,0.027,0.4,0.004,67,45
2019-05-15,강남구,0.037,0.029,0.4,0.007,61,43
2019-05-15,강남대로,0.067,0.02,0.6,0.005,81,50
2019-05-15,강동구,0.041,0.032,0.5,0.005,66,49
2019-05-15,강변북로,0.07,0.013,0.5,0.004,86,55
2019-05-15,강북구,0.024,0.048,0.5,0.004,67,41
2019-05-15,강서구,0.038,0.045,0.6,0.007,69,40
2019-05-15,공항대로,0.049,0.03,0.5,0.007,68,45
2019-05-15,관악구,0.037,0.041,0.4,0.004,78,51
2019-05-15,관악산,0.011,0.056,0.4,0.005,68,47
2019-05-15,광진구,0.039,0.033,0.9,0.006,80,56
2019-05-15,구로구,0.031,0.039,0.4,0.004,79,56
2019-05-15,궁동,0.054,0.031,0.7,0.005,61,35
2019-05-15,금천구,0.037,0.036,0.5,0.005,56,37
2019-05-15,남산,0.037,0.047,1,0.007,74,47
2019-05-15,노원구,0.033,0.04,0.5,0.005,63,43
2019-05-15,도봉구,0.023,0.048,0.5,0.006,64,41
2019-05-15,도산대로,0.047,0.007,0.8,0.005,87,55
2019-05-15,동대문구,0.033,0.048,0.5,0.005,57,38
2019-05-15,동작구,0.033,0.042,0.5,0.005,61,42
2019-05-15,동작대로,0.062,0.025,0.6,0.006,85,55
2019-05-15,마포구,0.028,0.04,0.5,0.004,80,54
2019-05-15,북한산,0.014,0.052,0.7,0.004,59,43
2019-05-15,서대문구,0.03,0.046,0.7,0.005,73,48
2019-05-15,서초구,0.039,0.038,0.5,0.003,80,55
2019-05-15,성동구,0.047,0.042,0.6,0.005,75,50
2019-05-15,성북구,0.039,0.038,0.8,0.005,75,49
2019-05-15,세곡,0.045,0.029,0.8,0.004,55,35
2019-05-15,송파구,0.045,0.036,0.6,0.005,66,50
2019-05-15,시흥대로,0.057,0.034,0.7,0.006,69,38
2019-05-15,신촌로,0.07,0.024,0.8,0.005,71,45
2019-05-15,양천구,0.04,0.034,0.6,0.006,71,40
2019-05-15,영등포구,0.038,0.027,0.6,0.004,81,57
2019-05-15,영등포로,0.067,0.024,0.8,0.005,76,44
2019-05-15,용산구,0.049,0.033,0.6,0.005,56,43
2019-05-15,은평구,0.032,0.048,0.5,0.005,68,43
2019-05-15,정릉로,0.059,0.02,0.5,0.004,77,57
2019-05-15,종로,0.043,0.039,0.6,0.005,64,40
2019-05-15,종로구,0.039,0.041,0.6,0.005,56,34
2019-05-15,중구,0.039,0.042,0.5,0.004,54,34
2019-05-15,중랑구,0.028,0.043,0.4,0.007,59,46
2019-05-15,천호대로,0.057,0.031,0.6,0.005,77,44
2019-05-15,청계천로,0.048,0.038,0.7,0.006,65,44
2019-05-15,한강대로,0.05,0.027,0.5,0.006,90,56
2019-05-15,행주,0.03,0.041,0.6,0.005,53,32
2019-05-15,홍릉로,0.044,0.021,0.6,0.005,97,53
2019-05-15,화랑로,0.047,0.026,0.4,0.004,71,51
2019-05-14,강남구,0.026,0.032,0.3,0.007,39,30
2019-05-14,강남대로,0.058,0.02,0.5,0.004,61,40
2019-05-14,강동구,0.03,0.034,0.4,0.006,42,33
2019-05-14,강변북로,0.063,0.015,0.4,0.004,56,36
2019-05-14,강북구,0.017,0.047,0.4,0.004,42,26
2019-05-14,강서구,0.032,0.048,0.4,0.007,45,28
2019-05-14,공항대로,0.047,0.023,0.4,0.007,49,32
2019-05-14,관악구,0.027,0.04,0.3,0.003,55,40
2019-05-14,관악산,0.01,0.048,0.2,0.005,38,28
2019-05-14,광진구,0.028,0.037,0.7,0.006,46,36
2019-05-14,구로구,0.025,0.037,0.3,0.004,55,44
2019-05-14,궁동,0.044,0.033,0.6,0.005,47,27
2019-05-14,금천구,0.03,0.035,0.4,0.005,42,31
2019-05-14,남산,0.025,0.054,0.7,0.007,44,29
2019-05-14,노원구,0.027,0.04,0.4,0.005,40,29
2019-05-14,도봉구,0.018,0.048,0.4,0.006,38,25
2019-05-14,도산대로,0.036,0.028,0.6,0.005,62,40
2019-05-14,동대문구,0.025,0.049,0.4,0.005,34,26
2019-05-14,동작구,0.026,0.041,0.4,0.006,47,33
2019-05-14,동작대로,0.053,0.027,0.5,0.006,65,36
2019-05-14,마포구,0.024,0.041,0.4,0.004,51,36
2019-05-14,북한산,0.011,0.047,0.6,0.004,36,27
2019-05-14,서대문구,0.024,0.045,0.7,0.005,46,31
2019-05-14,서초구,0.029,0.039,0.3,0.004,62,45
2019-05-14,성동구,0.033,0.046,0.4,0.005,46,32
2019-05-14,성북구,0.034,0.036,0.6,0.005,41,33
2019-05-14,세곡,0.039,0.031,0.7,0.005,35,25
2019-05-14,송파구,0.037,0.038,0.4,0.005,47,39
2019-05-14,시흥대로,0.049,0.032,0.6,0.006,51,29
2019-05-14,신촌로,0.065,0.028,0.7,0.005,48,34
2019-05-14,양천구,0.03,0.038,0.4,0.006,47,29
2019-05-14,영등포구,0.028,0.031,0.4,0.005,52,39
2019-05-14,영등포로,0.057,0.029,0.6,0.005,49,30
2019-05-14,용산구,0.033,0.04,0.4,0.005,35,29
2019-05-14,은평구,0.026,0.048,0.4,0.006,43,29
2019-05-14,정릉로,0.058,0.021,0.4,0.004,50,36
2019-05-14,종로,0.035,0.042,0.5,0.005,41,26
2019-05-14,종로구,0.031,0.043,0.5,0.005,36,25
2019-05-14,중구,0.032,0.05,0.4,0.005,35,25
2019-05-14,중랑구,0.019,0.045,0.3,0.007,37,30
2019-05-14,천호대로,0.046,0.034,0.5,0.005,55,31
2019-05-14,청계천로,0.039,0.039,0.6,0.006,43,31
2019-05-14,한강대로,0.04,0.031,0.4,0.006,58,37
2019-05-14,행주,0.03,0.035,0.5,0.005,37,25
2019-05-14,홍릉로,0.04,0.048,0.5,0.005,63,37
2019-05-14,화랑로,0.044,0.025,0.3,0.004,44,34
2019-05-13,강남구,0.037,0.028,0.4,0.007,48,34
2019-05-13,강남대로,0.067,0.019,0.6,0.004,69,39
2019-05-13,강동구,0.039,0.031,0.5,0.005,56,38
2019-05-13,강변북로,0.071,0.014,0.5,0.004,74,46
2019-05-13,강북구,0.029,0.042,0.5,0.004,62,36
2019-05-13,강서구,0.043,0.044,0.5,0.007,53,29
2019-05-13,공항대로,0.062,0.022,0.6,0.007,60,35
2019-05-13,관악구,0.042,0.038,0.5,0.004,62,39
2019-05-13,관악산,0.013,0.058,0.4,0.006,51,28
2019-05-13,광진구,0.041,0.029,0.9,0.005,67,45
2019-05-13,구로구,0.037,0.035,0.4,0.004,64,40
2019-05-13,궁동,0.06,0.029,0.6,0.005,50,25
2019-05-13,금천구,0.041,0.035,0.5,0.005,46,29
2019-05-13,남산,0.037,0.049,0.9,0.007,57,31
2019-05-13,노원구,0.035,0.036,0.6,0.005,56,37
2019-05-13,도봉구,0.026,0.042,0.6,0.006,64,43
2019-05-13,도산대로,0.048,0.024,0.8,0.005,74,45
2019-05-13,동대문구,0.045,0.036,0.6,0.005,50,33
2019-05-13,동작구,0.038,0.039,0.5,0.005,55,33
2019-05-13,동작대로,0.067,0.025,0.7,0.006,73,40
2019-05-13,마포구,0.037,0.03,0.5,0.004,64,41
2019-05-13,북한산,0.019,0.044,0.8,0.005,60,37
2019-05-13,서대문구,0.039,0.038,0.9,0.006,60,40
2019-05-13,서초구,0.039,0.037,0.4,0.004,64,43
2019-05-13,성동구,0.047,0.039,0.5,0.005,63,39
2019-05-13,성북구,0.048,0.031,0.8,0.005,59,39
2019-05-13,세곡,0.043,0.033,0.7,0.005,37,24
2019-05-13,송파구,0.045,0.036,0.5,0.005,54,39
2019-05-13,시흥대로,0.067,0.028,0.7,0.007,57,29
2019-05-13,신촌로,0.074,0.021,0.8,0.006,58,38
2019-05-13,양천구,0.042,0.035,0.6,0.006,56,30
2019-05-13,영등포구,0.04,0.028,0.5,0.005,66,44
2019-05-13,영등포로,0.074,0.021,0.8,0.006,59,31
2019-05-13,용산구,0.053,0.03,0.6,0.005,45,35
2019-05-13,은평구,0.037,0.044,0.5,0.006,58,36
2019-05-13,정릉로,0.067,0.018,0.6,0.004,75,48
2019-05-13,종로,0.048,0.029,0.7,0.005,53,30
2019-05-13,종로구,0.051,0.032,0.7,0.005,48,29
2019-05-13,중구,0.052,0.037,0.6,0.005,47,29
2019-05-13,중랑구,0.03,0.039,0.4,0.007,49,34
2019-05-13,천호대로,0.055,0.029,0.6,0.004,65,34
2019-05-13,청계천로,0.057,0.026,0.8,0.005,50,35
2019-05-13,한강대로,0.058,0.022,0.6,0.006,76,45
2019-05-13,행주,0.042,0.029,0.6,0.006,45,25
2019-05-13,홍릉로,0.056,0.035,0.7,0.005,93,47
2019-05-13,화랑로,0.05,0.019,0.4,0.004,65,47
2019-05-12,강남구,0.033,0.039,0.4,0.007,46,33
2019-05-12,강남대로,0.058,0.031,0.6,0.004,67,39
2019-05-12,강동구,0.035,0.042,0.6,0.005,51,35
2019-05-12,강변북로,0.071,0.025,0.5,0.004,68,41
2019-05-12,강북구,0.022,0.055,0.5,0.003,65,38
2019-05-12,강서구,0.046,0.047,0.6,0.008,58,33
2019-05-12,공항대로,0.049,0.035,0.5,0.008,52,34
2019-05-12,관악구,0.037,0.051,0.5,0.003,65,41
2019-05-12,관악산,0.011,0.051,0.4,0.004,67,37
2019-05-12,광진구,0.034,0.043,0.8,0.005,60,42
2019-05-12,구로구,0.03,0.048,0.3,0.004,65,42
2019-05-12,궁동,0.054,0.035,0.7,0.005,47,25
2019-05-12,금천구,0.036,0.045,0.6,0.006,47,30
2019-05-12,남산,0.032,0.063,0.9,0.007,61,39
2019-05-12,노원구,0.031,0.046,0.6,0.004,56,38
2019-05-12,도봉구,0.018,0.062,0.5,0.005,61,38
2019-05-12,도산대로,0.042,0.035,0.7,0.005,69,42
2019-05-12,동대문구,0.032,0.058,0.6,0.005,47,32
2019-05-12,동작구,0.033,0.051,0.5,0.004,51,33
2019-05-12,동작대로,0.062,0.036,0.7,0.005,72,39
2019-05-12,마포구,0.032,0.044,0.5,0.004,67,43
2019-05-12,북한산,0.014,0.059,0.7,0.004,57,38
2019-05-12,서대문구,0.029,0.057,0.9,0.005,65,42
2019-05-12,서초구,0.035,0.05,0.4,0.004,63,43
2019-05-12,성동구,0.039,0.06,0.5,0.004,56,35
2019-05-12,성북구,0.036,0.049,0.8,0.004,62,37
2019-05-12,세곡,0.041,0.042,0.7,0.004,40,28
2019-05-12,송파구,0.039,0.051,0.5,0.005,53,38
2019-05-12,시흥대로,0.058,0.042,0.7,0.007,52,28
2019-05-12,신촌로,0.066,0.039,0.8,0.006,61,41
2019-05-12,양천구,0.043,0.037,0.6,0.006,59,33
2019-05-12,영등포구,0.036,0.035,0.5,0.005,65,45
2019-05-12,영등포로,0.063,0.036,0.7,0.006,60,34
2019-05-12,용산구,0.041,0.049,0.6,0.004,44,34
2019-05-12,은평구,0.029,0.059,0.5,0.005,63,39
2019-05-12,정릉로,0.054,0.027,0.6,0.004,68,49
2019-05-12,종로,0.041,0.049,0.6,0.004,54,31
2019-05-12,종로구,0.036,0.051,0.6,0.005,47,29
2019-05-12,중구,0.04,0.059,0.6,0.005,47,29
2019-05-12,중랑구,0.028,0.053,0.5,0.007,46,35
2019-05-12,천호대로,0.051,0.048,0.6,0.004,59,31
2019-05-12,청계천로,0.044,0.051,0.6,0.005,53,35
2019-05-12,한강대로,0.048,0.035,0.5,0.005,76,47
2019-05-12,행주,0.029,0.044,0.6,0.007,44,26
2019-05-12,홍릉로,0.044,0.063,0.6,0.005,87,45
2019-05-12,화랑로,0.04,0.039,0.4,0.004,64,45
2019-05-11,강남구,0.047,0.026,0.5,0.007,55,35
2019-05-11,강남대로,0.072,0.016,0.7,0.004,82,42
