날짜,측정소명,이산화질소농도,오존농도,일산화탄소농도,아황산가스,미세먼지,초미세먼지
2019-06-30,강남구,0.01,0.033,0.3,0.005,31,23
2019-06-30,강남대로,0.029,0.028,0.3,0.004,32,26
2019-06-30,강동구,0.018,0.027,0.4,0.003,30,25
2019-06-30,강변북로,0.033,0.024,0.2,0.004,33,25
2019-06-30,강북구,0.011,0.035,0.4,0.002,38,25
2019-06-30,강서구,0.012,0.04,0.3,0.004,33,26
2019-06-30,공항대로,0.02,0.029,0.4,0.005,,
2019-06-30,관악구,0.012,0.043,0.2,0.004,34,25
2019-06-30,관악산,0.008,0.031,0.4,0.003,33,25
2019-06-30,광진구,0.015,0.029,0.6,0.004,33,30
2019-06-30,구로구,0.009,0.044,0.3,0.004,25,24
2019-06-30,궁동,0.02,0.025,0.4,0.005,28,23
2019-06-30,금천구,0.015,0.029,0.4,0.003,29,22
2019-06-30,남산,0.001,0.042,0.6,0.004,37,27
2019-06-30,노원구,0.015,0.032,0.4,0.004,32,25
2019-06-30,도봉구,0.008,0.042,0.4,0.003,32,21
2019-06-30,도산대로,0.013,0.03,0.7,0.004,32,23
2019-06-30,동대문구,0.012,0.037,0.3,0.004,29,24
2019-06-30,동작구,0.011,0.035,0.3,0.003,35,26
2019-06-30,동작대로,0.029,0.029,0.4,0.009,36,23
2019-06-30,마포구,0.01,0.039,0.4,0.004,34,27
2019-06-30,마포아트센터,0.01,0.045,0.3,0.003,,
2019-06-30,북한산,0.005,0.031,0.7,0.003,26,21
2019-06-30,서대문구,0.009,0.04,0.6,0.003,31,25
2019-06-30,서울숲,0.011,0.034,0.2,0.004,,
2019-06-30,서초구,0.011,0.038,0.3,0.004,29,27
2019-06-30,성동구,0.015,0.044,0.4,0.003,40,32
2019-06-30,성북구,0.017,0.034,0.7,0.003,20,18
2019-06-30,세곡,0.019,0.025,0.6,0.003,31,23
2019-06-30,송파구,0.015,0.038,0.4,0.003,32,21
2019-06-30,시흥대로,0.02,0.04,0.4,0.003,29,20
2019-06-30,신촌로,0.036,0.028,0.6,0.003,40,28
2019-06-30,양천구,0.012,0.033,0.4,0.004,37,26
2019-06-30,영등포구,0.018,0.035,0.4,0.002,37,30
2019-06-30,영등포로,0.035,0.027,0.5,0.004,40,29
2019-06-30,올림픽공원,,,,,,
2019-06-30,용산구,0.016,0.039,0.4,0.003,28,25
2019-06-30,은평구,0.014,0.039,0.2,0.004,33,26
2019-06-30,자연사박물관,,0.006,0.2,,,
2019-06-30,정릉로,0.138,0.024,0.4,0.004,33,26
2019-06-30,종로,0.02,0.036,0.4,0.003,28,20
2019-06-30,종로구,0.014,0.034,0.4,0.003,31,22
2019-06-30,중구,0.018,0.041,0.4,0.003,30,23
2019-06-30,중랑구,0.014,0.033,0.4,0.006,30,27
2019-06-30,천호대로,0.027,0.031,0.4,0.003,37,22
2019-06-30,청계천로,0.019,0.042,0.4,0.004,33,26
2019-06-30,한강대로,0.026,0.022,0.6,0.004,43,29
2019-06-30,행주,0.01,0.041,0.6,0.003,35,21
2019-06-30,홍릉로,0.017,0.03,0.6,0.003,,
2019-06-30,화랑로,0.027,0.031,0.3,0.005,34,26
2019-06-29,강남구,0.016,0.024,0.3,0.005,22,15
2019-06-29,강남대로,0.052,0.018,0.4,0.004,26,16
2019-06-29,강동구,0.015,0.027,0.3,0.003,22,16
2019-06-29,강변북로,0.038,0.018,0.2,0.004,24,18
2019-06-29,강북구,0.013,0.029,0.4,0.002,27,18
2019-06-29,강서구,0.022,0.033,0.4,0.004,26,21
2019-06-29,공항대로,0.036,0.022,0.4,0.005,,
2019-06-29,관악구,0.021,0.034,0.3,0.004,30,23
2019-06-29,관악산,0.008,0.023,0.4,0.002,26,20
2019-06-29,광진구,0.017,0.025,0.5,0.003,21,21
2019-06-29,구로구,0.018,0.035,0.3,0.004,25,22
2019-06-29,궁동,0.032,0.019,0.4,0.005,23,19
2019-06-29,금천구,0.018,0.026,0.4,0.003,24,18
2019-06-29,남산,0.003,0.034,0.6,0.004,27,20
2019-06-29,노원구,0.017,0.027,0.4,0.004,24,19
2019-06-29,도봉구,0.01,0.032,0.4,0.003,22,16
2019-06-29,도산대로,0.018,0.024,0.8,0.004,26,17
2019-06-29,동대문구,0.019,0.028,0.3,0.004,19,17
2019-06-29,동작구,0.019,0.028,0.3,0.003,28,20
2019-06-29,동작대로,0.04,0.02,0.5,0.008,34,20
2019-06-29,마포구,0.016,0.035,0.4,0.004,29,25
2019-06-29,마포아트센터,0.017,0.039,0.2,0.003,,
2019-06-29,북한산,0.007,0.024,0.7,0.003,22,19
2019-06-29,서대문구,0.014,0.032,0.6,0.003,25,23
2019-06-29,서울숲,0.015,0.026,0.1,0.004,,
2019-06-29,서초구,0.02,0.028,0.3,0.004,27,23
2019-06-29,성동구,0.019,0.036,0.3,0.003,30,23
2019-06-29,성북구,0.023,0.026,0.7,0.003,20,14
2019-06-29,세곡,0.02,0.024,0.6,0.003,21,15
2019-06-29,송파구,0.021,0.03,0.4,0.003,22,15
2019-06-29,시흥대로,0.05,0.015,0.7,0.003,31,18
2019-06-29,신촌로,0.033,0.027,0.5,0.003,28,20
2019-06-29,양천구,0.022,0.027,0.4,0.004,30,21
2019-06-29,영등포구,0.026,0.029,0.4,0.002,31,28
2019-06-29,영등포로,0.04,0.021,0.6,0.004,34,22
2019-06-29,올림픽공원,,,,,,
2019-06-29,용산구,0.02,0.031,0.4,0.003,19,18
2019-06-29,은평구,0.017,0.035,0.2,0.004,27,22
2019-06-29,자연사박물관,,0.011,0.2,,,
2019-06-29,정릉로,0.088,0.019,0.4,0.005,27,20
2019-06-29,종로,0.029,0.022,0.4,0.003,21,15
2019-06-29,종로구,0.021,0.026,0.4,0.003,22,15
2019-06-29,중구,0.029,0.028,0.4,0.003,22,16
2019-06-29,중랑구,0.014,0.028,0.3,0.006,18,18
2019-06-29,천호대로,0.032,0.026,0.4,0.003,29,16
2019-06-29,청계천로,0.03,0.026,0.5,0.004,25,19
2019-06-29,한강대로,0.033,0.018,0.5,0.004,35,21
2019-06-29,행주,0.021,0.032,0.7,0.003,30,17
2019-06-29,홍릉로,0.02,0.024,0.6,0.003,,
2019-06-29,화랑로,0.035,0.025,0.3,0.005,27,19
2019-06-28,강남구,0.022,0.026,0.5,0.005,34,26
2019-06-28,강남대로,0.053,0.024,0.5,0.004,38,30
2019-06-28,강동구,0.03,0.026,0.5,0.003,39,30
2019-06-28,강변북로,0.063,0.014,0.4,0.004,43,35
2019-06-28,강북구,0.018,0.037,0.4,0.003,49,34
2019-06-28,강서구,0.025,0.036,0.4,0.006,43,34
2019-06-28,공항대로,0.042,0.022,0.5,0.007,,
2019-06-28,관악구,0.028,0.039,0.3,0.005,43,33
2019-06-28,관악산,0.01,0.031,0.4,0.004,28,23
2019-06-28,광진구,0.026,0.027,0.7,0.004,38,37
2019-06-28,구로구,0.021,0.042,0.3,0.005,35,35
2019-06-28,궁동,0.036,0.021,0.4,0.005,38,30
2019-06-28,금천구,0.028,0.027,0.5,0.004,36,27
2019-06-28,남산,0.025,0.039,0.7,0.006,42,31
2019-06-28,노원구,0.028,0.031,0.5,0.004,44,35
2019-06-28,도봉구,0.017,0.041,0.5,0.004,43,31
2019-06-28,도산대로,0.024,0.027,0.9,0.005,37,27
2019-06-28,동대문구,0.03,0.027,0.4,0.004,38,33
2019-06-28,동작구,0.023,0.033,0.4,0.004,37,28
2019-06-28,동작대로,0.048,0.023,0.6,0.006,44,28
2019-06-28,마포구,0.022,0.036,0.5,0.005,45,37
2019-06-28,마포아트센터,0.024,0.049,0.3,0.004,,
2019-06-28,북한산,0.013,0.029,0.8,0.003,36,31
2019-06-28,서대문구,0.027,0.03,0.8,0.005,44,35
2019-06-28,서울숲,0.026,0.028,0.2,0.004,,
2019-06-28,서초구,0.025,0.033,0.4,0.004,36,30
2019-06-28,성동구,0.039,0.034,0.5,0.004,59,44
2019-06-28,성북구,0.033,0.028,0.8,0.004,44,32
2019-06-28,세곡,0.032,0.024,0.7,0.003,27,20
2019-06-28,송파구,0.03,0.034,0.5,0.004,35,26
2019-06-28,시흥대로,0.04,0.032,0.6,0.004,43,29
2019-06-28,신촌로,0.061,0.021,0.8,0.004,50,36
2019-06-28,양천구,0.026,0.028,0.5,0.006,44,34
2019-06-28,영등포구,0.033,0.032,0.4,0.003,48,42
2019-06-28,영등포로,0.056,0.021,0.7,0.006,54,37
2019-06-28,올림픽공원,0.024,0.026,0.6,0.004,,
2019-06-28,용산구,0.036,0.03,0.5,0.004,35,32
2019-06-28,은평구,0.029,0.033,0.4,0.005,44,35
2019-06-28,자연사박물관,,0.006,0.3,,,
2019-06-28,정릉로,0.06,0.021,0.6,0.005,49,39
2019-06-28,종로,0.038,0.025,0.5,0.004,36,28
2019-06-28,종로구,0.036,0.024,0.5,0.004,40,28
2019-06-28,중구,0.036,0.033,0.6,0.004,40,30
2019-06-28,중랑구,0.027,0.026,0.5,0.007,39,35
2019-06-28,천호대로,0.044,0.032,0.5,0.003,44,27
2019-06-28,청계천로,0.045,0.027,0.7,0.005,44,34
2019-06-28,한강대로,0.046,0.017,0.7,0.005,50,36
2019-06-28,행주,0.025,0.033,0.8,0.005,50,29
2019-06-28,홍릉로,0.032,0.017,0.8,0.004,,
2019-06-28,화랑로,0.045,0.029,0.3,0.005,46,40
2019-06-27,강남구,0.015,0.038,0.3,0.004,19,12
2019-06-27,강남대로,0.051,0.025,0.4,0.004,18,10
2019-06-27,강동구,0.016,0.031,0.3,0.003,18,13
2019-06-27,강변북로,0.048,0.02,0.2,0.004,17,11
2019-06-27,강북구,0.013,0.046,0.3,0.002,26,17
2019-06-27,강서구,0.022,0.042,0.4,0.003,24,17
2019-06-27,공항대로,0.036,0.027,0.4,0.006,,
2019-06-27,관악구,0.023,0.061,0.2,0.004,30,20
2019-06-27,관악산,0.011,0.028,0.3,0.004,18,12
2019-06-27,광진구,0.018,0.045,0.6,0.003,23,23
2019-06-27,구로구,0.017,0.047,0.2,0.004,16,13
2019-06-27,궁동,0.031,0.028,0.4,0.005,22,14
2019-06-27,금천구,0.019,0.031,0.3,0.003,18,12
2019-06-27,남산,0.021,0.038,0.6,0.004,21,14
2019-06-27,노원구,0.015,0.032,0.3,0.003,19,14
2019-06-27,도봉구,0.009,0.042,0.4,0.003,17,8
2019-06-27,도산대로,0.02,0.031,0.8,0.004,19,9
2019-06-27,동대문구,0.018,0.034,0.3,0.004,15,13
2019-06-27,동작구,0.019,0.034,0.3,0.002,22,14
2019-06-27,동작대로,0.044,0.026,0.5,0.004,27,12
2019-06-27,마포구,0.021,0.053,0.5,0.004,30,23
2019-06-27,마포아트센터,0.013,0.036,0.2,0.002,,
2019-06-27,북한산,0.007,0.029,0.6,0.003,17,14
2019-06-27,서대문구,0.012,0.043,0.6,0.003,15,11
2019-06-27,서울숲,0.016,0.036,0.2,0.004,,
2019-06-27,서초구,0.021,0.036,0.3,0.004,22,16
2019-06-27,성동구,0.022,0.045,0.3,0.003,23,14
2019-06-27,성북구,0.023,0.033,0.6,0.002,16,8
2019-06-27,세곡,0.023,0.028,0.6,0.003,17,12
2019-06-27,송파구,0.019,0.042,0.3,0.002,16,8
2019-06-27,시흥대로,0.046,0.033,0.6,0.003,29,16
2019-06-27,신촌로,0.046,0.025,0.6,0.003,27,17
2019-06-27,양천구,0.022,0.03,0.4,0.004,23,15
2019-06-27,영등포구,0.028,0.034,0.3,0.002,26,15
2019-06-27,영등포로,0.065,0.028,0.7,0.004,32,21
2019-06-27,올림픽공원,0.017,0.037,0.6,0.003,,
2019-06-27,용산구,0.023,0.04,0.3,0.002,15,13
2019-06-27,은평구,0.016,0.044,0.2,0.004,22,16
2019-06-27,자연사박물관,,0.01,0.2,,,
2019-06-27,정릉로,0.031,0.026,0.4,0.004,18,10
2019-06-27,종로,0.031,0.027,0.4,0.003,15,10
2019-06-27,종로구,0.023,0.029,0.4,0.003,18,12
2019-06-27,중구,0.024,0.038,0.4,0.002,16,12
2019-06-27,중랑구,0.016,0.034,0.3,0.006,17,15
2019-06-27,천호대로,0.034,0.037,0.4,0.003,24,13
2019-06-27,청계천로,0.033,0.035,0.5,0.004,20,14
2019-06-27,한강대로,0.036,0.016,0.5,0.003,32,19
2019-06-27,행주,0.013,0.049,0.6,0.003,24,14
2019-06-27,홍릉로,0.019,0.022,0.6,0.003,,
2019-06-27,화랑로,0.036,0.032,0.2,0.005,22,15
2019-06-26,강남구,0.026,0.034,0.4,0.005,31,22
2019-06-26,강남대로,0.085,0.018,0.5,0.004,35,23
2019-06-26,강동구,0.025,0.038,0.4,0.003,35,25
2019-06-26,강변북로,0.072,0.016,0.4,0.004,34,21
2019-06-26,강북구,0.02,0.048,0.4,0.002,38,24
2019-06-26,강서구,0.036,0.043,0.5,0.005,38,25
2019-06-26,공항대로,0.057,0.026,0.5,0.006,,
2019-06-26,관악구,0.037,0.043,0.3,0.004,36,22
2019-06-26,관악산,0.011,0.033,0.3,0.004,41,30
2019-06-26,광진구,0.024,0.033,0.6,0.003,31,26
2019-06-26,구로구,0.03,0.045,0.3,0.004,30,21
2019-06-26,궁동,0.052,0.028,0.4,0.005,37,23
2019-06-26,금천구,0.035,0.031,0.5,0.004,32,23
2019-06-26,남산,0.035,0.047,0.7,0.005,38,25
2019-06-26,노원구,0.025,0.041,0.4,0.004,34,24
2019-06-26,도봉구,0.016,0.051,0.4,0.004,35,20
2019-06-26,도산대로,0.031,0.028,0.9,0.004,35,20
2019-06-26,동대문구,0.028,0.045,0.4,0.004,29,21
2019-06-26,동작구,0.034,0.034,0.4,0.003,39,27
2019-06-26,동작대로,0.067,0.022,0.6,0.004,40,22
2019-06-26,마포구,0.024,0.045,0.4,0.004,40,27
2019-06-26,마포아트센터,0.028,0.05,0.3,0.003,,
2019-06-26,북한산,0.009,0.047,0.6,0.003,35,25
2019-06-26,서대문구,0.021,0.052,0.6,0.003,27,19
2019-06-26,서울숲,0.028,0.036,0.2,0.004,,
2019-06-26,서초구,0.034,0.038,0.4,0.004,35,24
2019-06-26,성동구,0.03,0.05,0.4,0.004,38,24
2019-06-26,성북구,0.031,0.038,0.6,0.003,26,17
2019-06-26,세곡,0.035,0.034,0.7,0.004,34,22
2019-06-26,송파구,0.039,0.037,0.4,0.003,34,19
2019-06-26,시흥대로,0.077,0.017,0.7,0.004,45,26
2019-06-26,신촌로,0.055,0.033,0.6,0.003,35,25
2019-06-26,양천구,0.035,0.037,0.4,0.005,38,25
2019-06-26,영등포구,0.042,0.038,0.4,0.003,37,27
2019-06-26,영등포로,,,,,,
2019-06-26,올림픽공원,0.027,0.037,0.6,0.003,,
2019-06-26,용산구,0.03,0.044,0.4,0.003,28,24
2019-06-26,은평구,0.028,0.052,0.3,0.004,28,19
2019-06-26,자연사박물관,,0.013,0.2,,,
2019-06-26,정릉로,0.022,0.019,0.4,0.005,32,20
2019-06-26,종로,0.049,0.033,0.5,0.003,34,23
2019-06-26,종로구,0.031,0.037,0.5,0.003,31,20
2019-06-26,중구,0.045,0.038,0.6,0.003,30,21
2019-06-26,중랑구,0.02,0.047,0.3,0.006,30,25
2019-06-26,천호대로,0.05,0.033,0.5,0.003,49,24
2019-06-26,청계천로,0.051,0.034,0.7,0.004,36,26
2019-06-26,한강대로,0.046,0.025,0.5,0.004,53,29
2019-06-26,행주,0.03,0.039,0.7,0.004,46,24
2019-06-26,홍릉로,0.03,0.038,0.6,0.003,,
2019-06-26,화랑로,0.053,0.03,0.3,0.005,41,28
2019-06-25,강남구,0.023,0.046,0.4,0.005,28,18
2019-06-25,강남대로,0.078,0.028,0.5,0.004,31,19
2019-06-25,강동구,0.027,0.044,0.4,0.003,31,20
2019-06-25,강변북로,0.073,0.023,0.4,0.004,34,20
2019-06-25,강북구,0.017,0.048,0.4,0.002,31,19
2019-06-25,강서구,0.022,0.062,0.4,0.005,33,22
2019-06-25,공항대로,0.044,0.042,0.4,0.006,,
2019-06-25,관악구,0.027,0.065,0.2,0.005,34,22
2019-06-25,관악산,0.014,0.054,0.3,0.004,33,16
2019-06-25,광진구,0.023,0.04,0.6,0.003,31,24
2019-06-25,구로구,0.023,0.063,0.3,0.005,34,26
2019-06-25,궁동,0.04,0.04,0.4,0.005,32,21
2019-06-25,금천구,0.028,0.051,0.4,0.004,30,20
2019-06-25,남산,0.028,0.059,0.6,0.005,34,22
2019-06-25,노원구,0.022,0.042,0.4,0.004,28,20
2019-06-25,도봉구,0.014,0.055,0.4,0.004,33,20
2019-06-25,도산대로,0.029,0.036,0.8,0.005,37,22
2019-06-25,동대문구,0.024,0.056,0.4,0.004,26,20
2019-06-25,동작구,0.027,0.048,0.4,0.004,36,23
2019-06-25,동작대로,0.066,0.035,0.5,0.005,41,22
2019-06-25,마포구,0.019,0.057,0.3,0.004,43,30
2019-06-25,마포아트센터,0.022,0.063,0.3,0.003,,
2019-06-25,북한산,0.009,0.051,0.6,0.003,28,20
2019-06-25,서대문구,0.021,0.053,0.6,0.003,30,20
2019-06-25,서울숲,0.024,0.047,0.2,0.004,,
2019-06-25,서초구,0.028,0.054,0.3,0.004,31,25
2019-06-25,성동구,0.032,0.057,0.4,0.003,40,24
2019-06-25,성북구,0.029,0.042,0.6,0.003,31,16
2019-06-25,세곡,0.038,0.043,0.6,0.003,28,20
2019-06-25,송파구,0.034,0.048,0.4,0.003,32,18
2019-06-25,시흥대로,0.061,0.047,0.6,0.005,41,23
2019-06-25,신촌로,0.06,0.037,0.6,0.004,37,25
2019-06-25,양천구,0.023,0.049,0.4,0.006,35,22
2019-06-25,영등포구,0.033,0.05,0.3,0.004,47,34
2019-06-25,영등포로,0.051,0.039,0.5,0.005,37,24
2019-06-25,올림픽공원,0.024,0.048,0.6,0.002,,
2019-06-25,용산구,0.029,0.05,0.4,0.003,24,20
2019-06-25,은평구,0.023,0.058,0.2,0.004,30,19
2019-06-25,자연사박물관,,0.008,0.2,,,
2019-06-25,정릉로,0.024,0.022,0.4,0.005,31,20
2019-06-25,종로,0.035,0.044,0.5,0.003,32,21
2019-06-25,종로구,0.028,0.043,0.4,0.004,29,18
2019-06-25,중구,0.032,0.056,0.5,0.004,27,19
2019-06-25,중랑구,0.019,0.038,0.3,0.005,25,21
2019-06-25,천호대로,0.051,0.043,0.5,0.003,40,20
2019-06-25,청계천로,0.044,0.047,0.6,0.004,33,23
2019-06-25,한강대로,0.045,0.031,0.5,0.004,52,29
2019-06-25,행주,0.02,0.052,0.7,0.004,37,20
2019-06-25,홍릉로,0.029,0.056,0.6,0.004,,
2019-06-25,화랑로,0.043,0.036,0.3,0.005,30,21
2019-06-24,강남구,0.02,0.034,0.3,0.004,19,11
2019-06-24,강남대로,0.062,0.022,0.4,0.004,22,11
2019-06-24,강동구,0.022,0.035,0.3,0.003,22,13
2019-06-24,강변북로,0.055,0.021,0.3,0.004,21,10
2019-06-24,강북구,0.014,0.042,0.3,0.002,24,12
2019-06-24,강서구,0.024,0.045,0.3,0.005,24,15
2019-06-24,공항대로,0.039,0.033,0.4,0.006,,
2019-06-24,관악구,0.023,0.046,0.2,0.004,23,12
2019-06-24,관악산,0.011,0.035,0.3,0.004,27,15
2019-06-24,광진구,0.021,0.031,0.5,0.003,20,16
2019-06-24,구로구,0.018,0.046,0.2,0.004,18,12
2019-06-24,궁동,0.036,0.03,0.4,0.005,24,13
2019-06-24,금천구,0.022,0.036,0.3,0.003,19,13
2019-06-24,남산,0.025,0.045,0.6,0.005,26,15
2019-06-24,노원구,0.016,0.04,0.3,0.004,19,14
2019-06-24,도봉구,0.011,0.048,0.3,0.003,25,11
2019-06-24,도산대로,0.021,0.03,0.7,0.004,21,11
2019-06-24,동대문구,0.021,0.045,0.3,0.004,19,12
2019-06-24,동작구,0.021,0.037,0.3,0.003,24,14
2019-06-24,동작대로,0.048,0.03,0.4,0.004,25,9
2019-06-24,마포구,0.017,0.045,0.3,0.004,27,18
2019-06-24,마포아트센터,0.019,0.05,0.2,0.003,,
2019-06-24,북한산,0.008,0.04,0.5,0.003,23,16
2019-06-24,서대문구,0.016,0.044,0.5,0.003,19,11
2019-06-24,서울숲,0.02,0.036,0.2,0.004,,
2019-06-24,서초구,0.027,0.039,0.3,0.004,19,14
2019-06-24,성동구,0.028,0.043,0.3,0.003,23,13
2019-06-24,성북구,0.026,0.036,0.6,0.003,15,8
2019-06-24,세곡,0.029,0.035,0.6,0.003,19,12
2019-06-24,송파구,0.028,0.038,0.3,0.003,23,10
2019-06-24,시흥대로,0.044,0.036,0.5,0.004,27,14
2019-06-24,신촌로,0.056,0.028,0.6,0.004,28,17
2019-06-24,양천구,0.025,0.037,0.4,0.005,26,13
2019-06-24,영등포구,0.031,0.036,0.3,0.003,28,15
2019-06-24,영등포로,0.056,0.025,0.6,0.004,29,15
2019-06-24,올림픽공원,0.023,0.035,0.6,0.003,,
2019-06-24,용산구,0.029,0.035,0.3,0.002,14,10
2019-06-24,은평구,0.021,0.048,0.2,0.004,18,13
2019-06-24,자연사박물관,,0.008,0.1,,,
2019-06-24,정릉로,0.021,0.018,0.4,0.004,21,10
2019-06-24,종로,0.033,0.037,0.4,0.003,23,12
2019-06-24,종로구,0.024,0.035,0.4,0.003,20,12
2019-06-24,중구,0.026,0.045,0.4,0.003,18,12
2019-06-24,중랑구,0.018,0.024,0.3,0.005,18,14
2019-06-24,천호대로,0.038,0.035,0.4,0.003,27,12
2019-06-24,청계천로,0.034,0.04,0.5,0.004,23,15
2019-06-24,한강대로,0.039,0.023,0.5,0.004,36,18
2019-06-24,행주,0.019,0.041,0.6,0.004,29,12
2019-06-24,홍릉로,0.026,0.038,0.6,0.003,,
2019-06-24,화랑로,0.039,0.035,0.2,0.005,23,15
2019-06-23,강남구,0.009,0.039,0.3,0.004,11,6
2019-06-23,강남대로,0.042,0.027,0.3,0.004,12,5
2019-06-23,강동구,0.009,0.037,0.3,0.003,11,8
2019-06-23,강변북로,0.024,0.036,0.2,0.004,10,5
2019-06-23,강북구,0.007,0.039,0.3,0.002,14,6
2019-06-23,강서구,0.01,0.048,0.3,0.003,10,7
2019-06-23,공항대로,0.021,0.038,0.3,0.005,,
2019-06-23,관악구,0.009,0.05,0.2,0.003,15,9
2019-06-23,관악산,0.007,0.021,0.2,0.003,17,8
2019-06-23,광진구,0.011,0.032,0.4,0.003,10,9
2019-06-23,구로구,0.007,0.051,0.2,0.003,10,5
2019-06-23,궁동,0.016,0.036,0.4,0.005,11,7
2019-06-23,금천구,0.01,0.04,0.3,0.002,11,7
2019-06-23,남산,0.011,0.049,0.5,0.004,14,7
2019-06-23,노원구,0.008,0.035,0.3,0.003,12,8
2019-06-23,도봉구,0.006,0.042,0.3,0.003,13,7
2019-06-23,도산대로,0.01,0.034,0.6,0.003,11,5
2019-06-23,동대문구,0.008,0.046,0.3,0.003,7,7
2019-06-23,동작구,0.011,0.038,0.2,0.002,15,8
2019-06-23,동작대로,0.034,0.033,0.3,0.004,15,4
2019-06-23,마포구,0.008,0.048,0.2,0.003,17,14
2019-06-23,마포아트센터,0.007,0.055,0.2,0.002,,
2019-06-23,북한산,0.004,0.033,0.5,0.003,12,10
2019-06-23,서대문구,0.005,0.047,0.4,0.002,9,6
2019-06-23,서울숲,0.006,0.044,0.2,0.004,,
2019-06-23,서초구,0.009,0.048,0.2,0.004,9,9
2019-06-23,성동구,0.009,0.051,0.2,0.002,12,7
2019-06-23,성북구,0.011,0.039,0.4,0.002,7,3
2019-06-23,세곡,0.02,0.032,0.5,0.002,13,8
2019-06-23,송파구,0.013,0.043,0.3,0.002,16,9
2019-06-23,시흥대로,0.034,0.035,0.5,0.003,22,9
2019-06-23,신촌로,0.024,0.04,0.4,0.002,14,9
2019-06-23,양천구,0.009,0.043,0.3,0.004,12,7
2019-06-23,영등포구,0.014,0.042,0.2,0.003,17,10
2019-06-23,영등포로,0.023,0.04,0.4,0.003,15,9
2019-06-23,올림픽공원,0.011,0.035,0.4,0.003,,
2019-06-23,용산구,0.012,0.044,0.3,0.002,6,4
2019-06-23,은평구,0.01,0.048,0.1,0.004,10,7
2019-06-23,자연사박물관,,0.01,0.1,,,
2019-06-23,정릉로,0.014,0.021,0.3,0.004,11,5
2019-06-23,종로,0.017,0.041,0.3,0.002,11,6
2019-06-23,종로구,0.009,0.037,0.3,0.003,11,6
2019-06-23,중구,0.011,0.049,0.3,0.002,10,6
2019-06-23,중랑구,0.009,0.044,0.2,0.005,7,8
2019-06-23,천호대로,0.028,0.033,0.5,0.002,20,7
2019-06-23,청계천로,0.012,0.047,0.3,0.003,12,8
2019-06-23,한강대로,0.017,0.031,0.3,0.003,21,11
2019-06-23,행주,0.009,0.047,0.5,0.003,18,8
2019-06-23,홍릉로,0.015,0.042,0.5,0.003,,
2019-06-23,화랑로,0.027,0.034,0.2,0.005,13,7
2019-06-22,강남구,0.01,0.036,0.3,0.004,9,5
2019-06-22,강남대로,0.056,0.025,0.3,0.004,11,5
2019-06-22,강동구,0.008,0.036,0.3,0.003,11,5
2019-06-22,강변북로,0.028,0.032,0.2,0.004,10,3
2019-06-22,강북구,0.009,0.035,0.3,0.002,13,5
2019-06-22,강서구,0.016,0.044,0.3,0.003,14,8
2019-06-22,공항대로,0.033,0.029,0.3,0.005,,
2019-06-22,관악구,0.015,0.046,0.2,0.003,16,11
2019-06-22,관악산,0.009,0.02,0.2,0.003,14,7
2019-06-22,광진구,0.011,0.033,0.4,0.003,8,8
2019-06-22,구로구,0.011,0.047,0.2,0.003,9,7
2019-06-22,궁동,0.023,0.034,0.4,0.005,13,7
2019-06-22,금천구,0.014,0.037,0.3,0.002,13,6
2019-06-22,남산,0.01,0.044,0.5,0.004,13,8
2019-06-22,노원구,0.011,0.031,0.3,0.003,11,6
2019-06-22,도봉구,0.008,0.038,0.3,0.003,13,6
2019-06-22,도산대로,0.015,0.03,0.6,0.003,11,5
2019-06-22,동대문구,0.012,0.039,0.3,0.004,8,5
2019-06-22,동작구,0.014,0.037,0.3,0.002,15,7
2019-06-22,동작대로,0.042,0.028,0.4,0.004,15,4
2019-06-22,마포구,0.01,0.046,0.3,0.003,16,13
2019-06-22,마포아트센터,0.01,0.052,0.2,0.002,,
2019-06-22,북한산,0.005,0.031,0.5,0.003,13,9
2019-06-22,서대문구,0.008,0.046,0.4,0.002,8,5
2019-06-22,서울숲,0.009,0.038,0.2,0.004,,
2019-06-22,서초구,0.014,0.044,0.2,0.004,12,8
2019-06-22,성동구,0.012,0.047,0.2,0.003,12,6
2019-06-22,성북구,0.018,0.032,0.5,0.003,10,2
2019-06-22,세곡,0.022,0.029,0.5,0.002,12,7
2019-06-22,송파구,0.014,0.04,0.3,0.002,14,6
2019-06-22,시흥대로,0.053,0.022,0.6,0.003,21,9
2019-06-22,신촌로,0.032,0.036,0.4,0.002,16,9
2019-06-22,양천구,0.016,0.039,0.3,0.004,16,7
2019-06-22,영등포구,0.019,0.037,0.2,0.003,20,13
2019-06-22,영등포로,0.031,0.035,0.4,0.003,16,8
2019-06-22,올림픽공원,0.01,0.037,0.4,0.003,,
2019-06-22,용산구,0.011,0.044,0.3,0.002,6,3
2019-06-22,은평구,0.011,0.048,0.1,0.004,10,9
2019-06-22,자연사박물관,,0.014,0.1,,,
2019-06-22,정릉로,0.014,0.019,0.3,0.004,11,4
2019-06-22,종로,0.027,0.032,0.4,0.003,12,5
2019-06-22,종로구,0.012,0.034,0.3,0.003,11,6
2019-06-22,중구,0.017,0.043,0.3,0.002,10,6
2019-06-22,중랑구,0.011,0.039,0.2,0.005,7,6
2019-06-22,천호대로,0.031,0.031,0.4,0.002,17,5
2019-06-22,청계천로,0.02,0.038,0.4,0.003,13,7
2019-06-22,한강대로,0.025,0.026,0.4,0.003,24,12
2019-06-22,행주,0.011,0.044,0.5,0.003,18,8
