역번호,날짜,호선,역명,구분,축제명,개최장소,축제시작일자,축제종료일자,합 계
219,2019-04-30,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,74863
219,2019-04-30,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,74863
219,2019-04-30,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,74863
219,2019-05-01,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,44156
219,2019-05-01,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,44156
219,2019-05-01,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,44156
219,2019-05-01,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,45667
219,2019-05-01,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,45667
219,2019-05-01,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,45667
219,2019-05-02,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,75457
219,2019-05-02,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,75457
219,2019-05-02,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,75457
219,2019-05-02,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,77807
219,2019-05-02,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,77807
219,2019-05-02,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,77807
219,2019-05-03,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,81180
219,2019-05-03,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,81180
219,2019-05-03,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,81180
219,2019-05-03,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,82729
219,2019-05-03,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,82729
219,2019-05-03,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,82729
219,2019-05-04,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,69870
219,2019-05-04,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,69870
219,2019-05-04,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,69870
219,2019-05-04,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,71565
219,2019-05-04,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,71565
219,2019-05-04,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,71565
219,2019-05-05,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,51881
219,2019-05-05,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,51881
219,2019-05-05,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,51881
219,2019-05-05,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,52526
219,2019-05-05,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,52526
219,2019-05-05,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,52526
219,2019-05-06,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,47164
219,2019-05-06,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,47164
219,2019-05-06,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,47164
219,2019-05-06,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,47463
219,2019-05-06,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,47463
219,2019-05-06,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,47463
219,2019-05-07,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,62997
219,2019-05-07,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,62997
219,2019-05-07,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,62997
219,2019-05-07,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,64976
219,2019-05-07,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,64976
219,2019-05-07,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,64976
219,2019-05-08,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,64445
219,2019-05-08,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,64445
219,2019-05-08,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,64445
219,2019-05-08,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,66558
219,2019-05-08,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,66558
219,2019-05-08,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,66558
219,2019-05-09,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,68351
219,2019-05-09,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,68351
219,2019-05-09,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,68351
219,2019-05-09,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,70894
219,2019-05-09,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,70894
219,2019-05-09,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,70894
219,2019-05-10,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,74685
219,2019-05-10,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,74685
219,2019-05-10,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,74685
219,2019-05-10,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,76908
219,2019-05-10,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,76908
219,2019-05-10,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,76908
219,2019-05-11,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,48740
219,2019-05-11,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,48740
219,2019-05-11,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,48740
219,2019-05-11,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,49246
219,2019-05-11,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,49246
219,2019-05-11,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,49246
219,2019-05-12,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,38021
219,2019-05-12,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,38021
219,2019-05-12,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,38021
219,2019-05-12,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,36730
219,2019-05-12,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,36730
219,2019-05-12,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,36730
219,2019-05-13,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,63114
219,2019-05-13,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,63114
219,2019-05-13,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,63114
219,2019-05-13,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,65735
219,2019-05-13,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,65735
219,2019-05-13,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,65735
219,2019-05-14,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,65460
219,2019-05-14,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,65460
219,2019-05-14,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,65460
219,2019-05-14,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,67804
219,2019-05-14,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,67804
219,2019-05-14,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,67804
219,2019-05-15,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,68727
219,2019-05-15,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,68727
219,2019-05-15,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,68727
219,2019-05-15,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,70946
219,2019-05-15,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,70946
219,2019-05-15,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,70946
219,2019-05-16,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,70082
219,2019-05-16,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,70082
219,2019-05-16,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,70082
219,2019-05-16,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,73169
219,2019-05-16,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,73169
219,2019-05-16,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,73169
219,2019-05-17,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,71849
219,2019-05-17,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,71849
219,2019-05-17,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,71849
219,2019-05-17,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,73881
219,2019-05-17,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,73881
219,2019-05-17,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,73881
219,2019-05-18,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,44107
219,2019-05-18,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,44107
219,2019-05-18,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,44107
219,2019-05-18,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,44924
219,2019-05-18,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,44924
219,2019-05-18,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,44924
219,2019-05-19,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,34442
219,2019-05-19,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,34442
219,2019-05-19,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,34442
219,2019-05-19,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,34226
219,2019-05-19,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,34226
219,2019-05-19,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,34226
219,2019-05-20,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,60652
219,2019-05-20,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,60652
219,2019-05-20,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,60652
219,2019-05-20,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,62749
219,2019-05-20,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,62749
219,2019-05-20,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,62749
219,2019-05-21,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,66416
219,2019-05-21,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,66416
219,2019-05-21,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,66416
219,2019-05-21,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,68368
219,2019-05-21,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,68368
219,2019-05-21,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,68368
219,2019-05-22,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,70187
219,2019-05-22,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,70187
219,2019-05-22,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,70187
219,2019-05-22,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,72387
219,2019-05-22,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,72387
219,2019-05-22,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,72387
219,2019-05-23,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,71578
219,2019-05-23,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,71578
219,2019-05-23,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,71578
219,2019-05-23,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,74277
219,2019-05-23,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,74277
219,2019-05-23,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,74277
219,2019-05-24,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,75556
219,2019-05-24,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,75556
219,2019-05-24,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,75556
219,2019-05-24,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,77449
219,2019-05-24,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,77449
219,2019-05-24,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,77449
219,2019-05-25,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,48066
219,2019-05-25,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,48066
219,2019-05-25,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,48066
219,2019-05-25,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,49632
219,2019-05-25,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,49632
219,2019-05-25,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,49632
219,2019-05-26,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,35183
219,2019-05-26,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,35183
219,2019-05-26,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,35183
219,2019-05-26,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,34907
219,2019-05-26,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,34907
219,2019-05-26,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,34907
219,2019-05-27,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,63549
219,2019-05-27,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,63549
219,2019-05-27,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,63549
219,2019-05-27,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,66033
219,2019-05-27,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,66033
219,2019-05-27,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,66033
219,2019-05-28,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,66815
219,2019-05-28,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,66815
219,2019-05-28,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,66815
219,2019-05-28,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,69161
219,2019-05-28,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,69161
219,2019-05-28,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,69161
219,2019-05-29,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,68815
219,2019-05-29,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,68815
219,2019-05-29,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,68815
219,2019-05-29,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,71635
219,2019-05-29,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,71635
219,2019-05-29,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,71635
219,2019-05-30,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,71801
219,2019-05-30,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,71801
219,2019-05-30,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,71801
219,2019-05-30,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,74745
219,2019-05-30,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,74745
219,2019-05-30,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,74745
219,2019-05-31,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,75853
219,2019-05-31,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,75853
219,2019-05-31,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,75853
219,2019-05-31,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,78825
219,2019-05-31,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,78825
219,2019-05-31,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,78825
219,2019-06-01,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,46614
219,2019-06-01,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,46614
219,2019-06-01,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,46614
219,2019-06-01,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,47701
219,2019-06-01,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,47701
219,2019-06-01,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,47701
219,2019-06-02,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,33224
219,2019-06-02,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,33224
219,2019-06-02,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,33224
219,2019-06-02,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,33258
219,2019-06-02,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,33258
219,2019-06-02,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,33258
219,2019-06-03,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,64059
219,2019-06-03,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,64059
219,2019-06-03,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,64059
219,2019-06-03,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,66645
219,2019-06-03,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,66645
219,2019-06-03,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,66645
219,2019-06-04,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,66004
219,2019-06-04,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,66004
219,2019-06-04,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,66004
219,2019-06-04,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,68751
219,2019-06-04,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,68751
219,2019-06-04,2호선,삼성(무역센터),하차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,68751
219,2019-06-05,2호선,삼성(무역센터),승차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,67660
219,2019-06-05,2호선,삼성(무역센터),승차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,67660
219,2019-06-05,2호선,삼성(무역센터),승차,K-POP광장 야외시네마,코엑스 K-POP광장,2019-04-26,2019-10-04,67660
219,2019-06-05,2호선,삼성(무역센터),하차,C-festival 2019,코엑스 영동대로,2019-05-02,2019-05-06,70552
219,2019-06-05,2호선,삼성(무역센터),하차,K-POP 뮤직페스티벌,코엑스 광장,2019-05-30,2019-10-03,70552
